id,size,content,sample_repo_name,sample_path
83e820e132f8c4ec90eecd3a8180a09ce7aca76e,143,"FROM        scratch
MAINTAINER  Andrey Sibiryov <me@kobology.ru>

COPY gorb-docker-link   /gorb-docker-link

ENTRYPOINT  [""/gorb-docker-link""]
",kobolog/gorb,gorb-docker-link/docker/Dockerfile
43f4007ea7e18f4693c084d9b433e08e5b9c7c70,1626,"FROM ubuntu:12.04

# much of this was gleaned from https://github.com/lxc/lxc/blob/lxc-0.8.0/templates/lxc-ubuntu.in
# and then heavily modified and hacked like crazy

# we're going to want this bad boy installed so we can connect :)
RUN apt-get update && apt-get install -y ssh

ADD init-fake.conf /etc/init/fake-container-events.conf

# undo some leet hax of the base image
RUN rm /usr/sbin/policy-rc.d; \
	rm /sbin/initctl; dpkg-divert --rename --remove /sbin/initctl

# generate a nice UTF-8 locale for our use
RUN locale-gen en_US.UTF-8 && update-locale LANG=en_US.UTF-8

# remove some pointless services
RUN /usr/sbin/update-rc.d -f ondemand remove; \
	for f in \
		/etc/init/u*.conf \
		/etc/init/mounted-dev.conf \
		/etc/init/mounted-proc.conf \
		/etc/init/mounted-run.conf \
		/etc/init/mounted-tmp.conf \
		/etc/init/mounted-var.conf \
		/etc/init/hostname.conf \
		/etc/init/networking.conf \
		/etc/init/tty*.conf \
		/etc/init/plymouth*.conf \
		/etc/init/hwclock*.conf \
		/etc/init/module*.conf\
	; do \
		dpkg-divert --local --rename --add ""$f""; \
	done; \
	echo '# /lib/init/fstab: cleared out for bare-bones Docker' > /lib/init/fstab

# small fix for SSH in 13.10 (that's harmless everywhere else)
RUN sed -ri 's/^session\s+required\s+pam_loginuid.so$/session optional pam_loginuid.so/' /etc/pam.d/sshd

RUN sed -ri 's/^PermitRootLogin\s+.*/PermitRootLogin yes/' /etc/ssh/sshd_config

# let Upstart know it's in a container
ENV container docker

# set a cheap, simple password for great convenience
RUN echo 'root:docker.io' | chpasswd

# we can has SSH
EXPOSE 22

# prepare for takeoff
CMD [""/sbin/init""]
",tianon/dockerfiles,sbin-init/ubuntu/upstart/12.04/Dockerfile
f6b16c149895ce875426010de0e2594528aa6d01,770,"FROM centos:centos7

RUN rpm --import http://repos.azulsystems.com/RPM-GPG-KEY-azulsystems
RUN curl -s -o /etc/yum.repos.d/zulu.repo http://repos.azulsystems.com/rhel/zulu.repo
RUN yum -y update
RUN yum -y install zulu-8-8.13.0.5-1
RUN curl -s -L -o /usr/bin/jq https://github.com/stedolan/jq/releases/download/jq-1.5/jq-linux64 && chmod +x /usr/bin/jq

ARG SNAP_API_KEY
ARG SNAP_PIPELINE_COUNTER

RUN curl -L -u ${SNAP_API_KEY} https://api.snap-ci.com/project/servicosgovbr/portal-de-servicos/branch/master/pipelines/${SNAP_PIPELINE_COUNTER} | jq '.stages[].workers[].artifacts[].download_url' | grep rpm | xargs curl -o portal-de-servicos-latest.rpm -L -u ${SNAP_API_KEY} && yum install -y portal-de-servicos-latest.rpm

ADD run.sh /run.sh

EXPOSE 8080
CMD sh /run.sh
",servicosgovbr/docker,portal-de-servicos/Dockerfile
37b2793a7de1ebc70eb2317bcba86d05144dc2f1,1315,"# Dockerfile for building image that contains software stack provisioned by Ansible.
#
# USAGE:
#   $ docker build -t wordpress .
#   $ docker run -d -v $(pwd):/data wordpress
#
# Version  1.1
#


# pull base image
FROM williamyeh/ansible:ubuntu14.04-onbuild

MAINTAINER William Yeh <william.pjyeh@gmail.com>


#
# build phase
#


# fix policy-rc.d for Docker
# @see http://www.monblocnotes.com/node/2057
# @see http://askubuntu.com/a/365912
RUN sed -i -e 's/exit\s\s*101/exit 0/' /usr/sbin/policy-rc.d


# ==> Specify requirements filename;  default = ""requirements.yml""
#ENV REQUIREMENTS  requirements.yml

ENV PLAYBOOK setup.yml
RUN ansible-playbook-wrapper -vvv --extra-vars ""modify_hostname=false""

ENV PLAYBOOK init-wordpress.yml
#RUN ansible-playbook-wrapper -vvv --extra-vars `cat /tmp/WP_HOSTNAME`

EXPOSE 80


#
# test phase
#

RUN echo ""===> Installing curl for testing purpose...""  && \
    DEBIAN_FRONTEND=noninteractive  \
    apt-get install -y -f curl

VOLUME [ ""/data"" ]

CMD service mysql start       && \
    service php7.0-fpm start  && \
    service nginx start       && \
    IP=`head -n 1 /etc/hosts | sed 's/\t.*//'`                      && \
    ansible-playbook-wrapper -vvv --extra-vars `echo hostname=$IP`  && \
    #curl -v http://localhost/  > /data/result  && \
    tail -f /dev/null
",softarch-school/ansible-workshop,11-galaxy/test/Dockerfile
b4efd2646fa83f17bdf366458b3822ed3e2073b9,4058,"FROM ubuntu:14.04
MAINTAINER Oleksii Kliukin <oleksii.kliukin@zalando.de>

# Install curl, jq, vim, gdb, strace
RUN export DEBIAN_FRONTEND=noninteractive \
    && apt-get update \
    && echo 'APT::Install-Recommends ""0"";' > /etc/apt/apt.conf.d/01norecommend \
    && echo 'APT::Install-Suggests ""0"";' >> /etc/apt/apt.conf.d/01norecommend \

    && apt-get upgrade -y \
    && apt-get install -y curl ca-certificates jq pv vim gdb strace supervisor stunnel \

    ## Make sure we have a en_US.UTF-8 locale available
    && localedef -i en_US -c -f UTF-8 -A /usr/share/locale/locale.alias en_US.UTF-8 \

    # Clean up
    && apt-get clean \
    && rm -rf /var/lib/apt/lists/*

# Add PGDG repositories
RUN export DISTRIB_CODENAME=$(sed -n 's/DISTRIB_CODENAME=//p' /etc/lsb-release) \
    && echo ""deb http://apt.postgresql.org/pub/repos/apt/ ${DISTRIB_CODENAME}-pgdg main"" > /etc/apt/sources.list.d/pgdg.list \
    && echo ""deb-src http://apt.postgresql.org/pub/repos/apt/ ${DISTRIB_CODENAME}-pgdg main"" >> /etc/apt/sources.list.d/pgdg.list \
    && curl -s -o - https://www.postgresql.org/media/keys/ACCC4CF8.asc | apt-key add -

# Install PostgreSQL
ENV PGVERSION=9.5 PGOLDVERSIONS=""9.4""
RUN export DEBIAN_FRONTEND=noninteractive \
    && apt-get update \
    && apt-get install -y skytools3-ticker \
    && for version in ${PGOLDVERSIONS} ${PGVERSION}; do \
            # Install PostgreSQL binaries, contrib, pgq, plproxy, pgq and plpython
            apt-get install -y postgresql-${version} postgresql-${version}-dbg postgresql-client-${version} \
                        postgresql-contrib-${version} postgresql-${version}-plproxy postgresql-${version}-pgq3 \
                        postgresql-${version}-postgis postgresql-plpython3-${version} \
                        postgresql-plpython-${version} postgresql-${version}-plr \

            # Remove the default cluster, which Debian stupidly starts right after installation of the packages
            && pg_dropcluster --stop ${version} main; \
    done \

    # Clean up
    && apt-get clean \
    && rm -rf /var/lib/apt/lists/*

ENV PATH=$PATH:/usr/lib/postgresql/${PGVERSION}/bin

# Install patroni, WAL-e and extensions
# We do this in one big step to reduce the Docker image size:
## 1 Install tools required to build
## 2 Build
## 3 Remove tools only required for build
ENV PATRONIVERSION=0.90
RUN export DEBIAN_FRONTEND=noninteractive \
    export BUILD_PACKAGES=""postgresql-server-dev-${PGVERSION} python-pip python-dev build-essential pgxnclient"" \
    export PGXN_EXTENSIONS=""quantile trimmed_aggregates"" \
    && apt-get update \
    && apt-get install -y \
            # Required for wal-e
            daemontools lzop \
            # Required for /usr/local/bin/patroni
            python python-pkg-resources \
            ${BUILD_PACKAGES} \
    && pip install pip --upgrade \
    && pip install --upgrade requests wal-e pystache patroni==$PATRONIVERSION \
    && for extension in ${PGXN_EXTENSIONS}; do pgxn install $extension; done \
    # Clean up
    && apt-get purge -y ${BUILD_PACKAGES} \
    && apt-get autoremove -y \
    && apt-get clean \
    && rm -rf /var/lib/apt/lists/* /root/.cache


# install etcdctl
ENV ETCDVERSION 2.3.3
RUN curl -L https://github.com/coreos/etcd/releases/download/v${ETCDVERSION}/etcd-v${ETCDVERSION}-linux-amd64.tar.gz \
    | tar xz -C /bin --strip=1 --wildcards --no-anchored etcdctl

ENV PGHOME=/home/postgres
ENV PGDATA=$PGHOME/pgdata/data
ENV WALE_ENV_DIR=$PGHOME/etc/wal-e.d/env

# Set PGHOME as a login directory for the PostgreSQL user.
RUN usermod -d $PGHOME -m postgres

ADD scm-source.json configure_spilo.py launch.sh postgres_backup.sh patroni_wait.sh /
ADD supervisor.d /etc/supervisor/conf.d/
ADD stunnel.d /etc/stunnel
ADD pgq_ticker.ini $PGHOME
ADD motd /etc/
RUN echo ""source /etc/motd"" >> /root/.bashrc
RUN chmod 700 /postgres_*

ENV ETCD_DISCOVERY_DOMAIN=postgres.acid.example.com DEBUG=0 LC_ALL=en_US.utf-8

WORKDIR $PGHOME
EXPOSE 5432 8008
RUN chown -R postgres:postgres /postgres_* $PGHOME
CMD [""/bin/bash"", ""/launch.sh""]
",zalando/spilo,postgres-appliance/Dockerfile
b5a172035a934803d0a5e1f087e836bcfdf4626e,1213,"# Nginx Proxy that forwards requests into the appengine application.

FROM gcr.io/google_appengine/base

# Add the Cloud SDK distribution URI as a package source
# Import the Google Cloud public key
# Update and install the Cloud SDK

RUN apt-get -q update && \
    apt-get -y -q upgrade && \
    apt-get install -y -q curl && \
    echo ""deb http://packages.cloud.google.com/apt google-cloud-endpoints-jessie main"" \
        | tee /etc/apt/sources.list.d/google-cloud-endpoints.list && \
    curl --silent https://packages.cloud.google.com/apt/doc/apt-key.gpg \
        | apt-key add - && \
    apt-get update && \
    apt-get install -y endpoints-runtime && \
    apt-get clean && \
    rm /var/lib/apt/lists/*_*

RUN mkdir -p /var/lib/nginx/optional && \
    mkdir -p /var/lib/nginx/extra && \
    mkdir -p /var/lib/nginx/bin && \
    mkdir -p /var/lib/nginx/inc

ADD static.conf /var/lib/nginx/optional/static.conf
ADD start_nginx.sh /var/lib/nginx/bin/start_nginx.sh
ADD proxy_pass.inc /var/lib/nginx/inc/proxy_pass.inc
ADD nginx.logrotate /etc/logrotate.d/nginx

EXPOSE 8080
EXPOSE 8090

# to run: docker run --link gaeapp:gaeapp -p 8080:8080 --expose 8090

ENTRYPOINT [""/var/lib/nginx/bin/start_nginx.sh""]
",GoogleCloudPlatform/appengine-sidecars-docker,nginx_proxy/Dockerfile
f779d347b0a41b7e6d0ec685d57039a7fd0343b0,32,"FROM redis:2.8.21
EXPOSE ""6379""
",mozilla/ichnaea,docker/redis/Dockerfile
629c59aa9aaa096623e85e779761a038ec66df4e,282,"FROM base/archlinux

MAINTAINER Spencer Rinehart <anubis@overthemonkey.com>

COPY php/php-5.5.20-1-x86_64.pkg.tar.xz /tmp/php-5.5.20-1-x86_64.pkg.tar.xz

RUN pacman --upgrade --noconfirm --noprogressbar /tmp/php-5.5.20-1-x86_64.pkg.tar.xz

ADD php.ini /etc/php/php.ini

CMD [""php""]
",nubs/docker-php-minimal,php-5.5.20/Dockerfile
0258f5159cc021cb89f662268ba823bb6d3da0bb,104,"FROM node:0.10

RUN mkdir app
ADD . /app/
WORKDIR /app/
RUN npm install
RUN npm install webpack@""1.4""


",erm0l0v/webpack-md5-hash,dockerfiles/n_0.10_w_1.4/Dockerfile
ff284a5b7de4d0e1c04ec408421adbfb6d644894,549,"FROM nodesource/sid-base
MAINTAINER William Blankenship <wblankenship@nodesource.com>

RUN curl https://deb.nodesource.com/node_0.12/pool/main/n/nodejs/nodejs_0.12.9-1nodesource1~sid1_amd64.deb > node.deb \
 && dpkg -i node.deb \
 && rm node.deb

RUN npm install -g pangyp\
 && ln -s $(which pangyp) $(dirname $(which pangyp))/node-gyp\
 && npm cache clear\
 && node-gyp configure || echo """"

ENV NODE_ENV production
WORKDIR /usr/src/app
CMD [""npm"",""start""]

RUN apt-get update \
 && apt-get upgrade -y --force-yes \
 && rm -rf /var/lib/apt/lists/*;",nodesource/docker-node,debian/sid/node/0.12.9/Dockerfile
5f2d5492387fd63caaa624892f6e25ca580e37ac,959,"# docker file for testing APT installation from official download location

FROM ubuntu:16.04
MAINTAINER Jens Reimann <ctron@dentrassi.de>

# let debian install without prompts

ENV DEBIAN_FRONTEND noninteractive

# Refresh and install a few tools

RUN apt-get update ; apt-get -y install software-properties-common dpkg gdebi-core add-apt-key
RUN add-apt-repository ""deb http://archive.ubuntu.com/ubuntu/ xenial universe multiverse"" ; add-apt-repository ""deb http://archive.ubuntu.com/ubuntu/ xenial-updates universe multiverse""
RUN apt-get update ; apt-get -y install openjdk-8-jre-headless

# import key

RUN add-apt-key 320E6224

# add repository

RUN add-apt-repository ""deb http://download.eclipse.org/package-drone/milestone/0.13/ubuntu package-drone default""

# install

RUN apt-get update ; apt-get -y install org.eclipse.packagedrone.server

# Package drone is running on port 8080

EXPOSE 8080

CMD [""/usr/lib/package-drone-server/instance/server""]",eclipse/packagedrone,deploy/promote/test/ubuntu/Dockerfile
d3b16a97aac56195cf895106fca0de63eb3d12b1,88,"FROM elasticsearch:2.3

RUN /usr/share/elasticsearch/bin/plugin install delete-by-query
",StamusNetworks/Amsterdam,src/docker/elasticsearch/Dockerfile
291c241108645039d782199c20b7e3a35690c3ea,555,"FROM nodesource/precise-base
MAINTAINER William Blankenship <wblankenship@nodesource.com>

RUN curl https://deb.nodesource.com/node_4.x/pool/main/n/nodejs/nodejs_4.4.3-1nodesource1~precise1_amd64.deb > node.deb \
 && dpkg -i node.deb \
 && rm node.deb

RUN npm install -g pangyp\
 && ln -s $(which pangyp) $(dirname $(which pangyp))/node-gyp\
 && npm cache clear\
 && node-gyp configure || echo """"

ENV NODE_ENV production
WORKDIR /usr/src/app
CMD [""npm"",""start""]

RUN apt-get update \
 && apt-get upgrade -y --force-yes \
 && rm -rf /var/lib/apt/lists/*;",nodesource/docker-node,ubuntu/precise/node/4.4.3/Dockerfile
89b180268897df782adc3467a7bf63a840b977f1,1292,"FROM python:3.4

RUN apt-get update && apt-get install -y --no-install-recommends \
      postgresql-client \
    && rm -rf /var/lib/apt/lists/*

WORKDIR /usr/src/app/
COPY requirements.txt /usr/src/app/
RUN pip install -r requirements.txt

ENV SQL_FUNCTIONS_FILE=/usr/src/app/functions.sql \
    SQL_GENERATED_FILE=/usr/src/app/gen.sql \
    SQL_TRIGGERS_FILE=/usr/src/app/triggers.sql \
    SQL_XYZ_EXTENT_FILE=/usr/src/app/xyz_extent.sql \
    SQL_INDIZES_FILE=/usr/src/app/indizes.sql \
    SQL_LAYERS_DIR=/usr/src/app/layers/ \
    SQL_SPLIT_POLYGON_FILE=/usr/src/app/landuse_split_polygon_table.sql
COPY . /usr/src/app

# Generate class functions
RUN ./generate_sql.py class classes/barrier_line.yml >> $SQL_GENERATED_FILE \
 && ./generate_sql.py class classes/landuse_overlay.yml >> $SQL_GENERATED_FILE \
 && ./generate_sql.py class classes/landuse.yml >> $SQL_GENERATED_FILE \
 && ./generate_sql.py class classes/road.yml >> $SQL_GENERATED_FILE \
 && ./generate_sql.py class classes/rail_station.yml >> $SQL_GENERATED_FILE \
 && ./generate_sql.py class classes/maki_label.yml >> $SQL_GENERATED_FILE

# Generate table functions
RUN ./generate_sql.py changed_tiles tables.yml >> $SQL_GENERATED_FILE \
 && ./generate_sql.py tables tables.yml >> $SQL_GENERATED_FILE

CMD [""./prepare.sh""]
",osm2vectortiles/osm2vectortiles,src/import-sql/Dockerfile
db0ca5401cdb997b78e8c678e3bb86cdd5c5c2cb,773,"FROM debian:jessie
MAINTAINER hi+burpui@ziirish.me

RUN apt-get update \
 && DEBIAN_FRONTEND=noninteractive apt-get install -y supervisor logrotate locales wget curl uthash-dev g++ make libssl-dev librsync-dev git cron autoconf automake libtool libz-dev libyajl-dev \
 && update-locale LANG=C.UTF-8 LC_MESSAGES=POSIX \
 && locale-gen en_US.UTF-8 \
 && dpkg-reconfigure -f noninteractive locales \
 && echo ""Europe/Paris"" >/etc/timezone \
 && dpkg-reconfigure -f noninteractive tzdata \
 && rm -rf /var/lib/apt/lists/*

ADD assets/setup/ /app/setup/
ADD assets/config/ /app/setup/config/

ADD assets/init /app/init
RUN chmod 755 /app/init

RUN chmod 755 /app/setup/install
RUN /app/setup/install

VOLUME [""/srv/demo/files:/home""]

ENTRYPOINT [""/app/init""]
CMD [""app:start""]
",ziirish/burp-ui,docker/docker-cli2/Dockerfile
8fad66934768bb10d83b0fc2aac24c9eb7682ec4,624,"FROM alpine:3.4

RUN apk add --no-cache \
		ca-certificates \
		curl \
		openssl

ENV DOCKER_VERSION 1.12.0-rc2
ENV DOCKER_URL http://experimental.docker.com.s3.amazonaws.com/builds/Linux/x86_64/docker-1.12.0-rc2.tgz
ENV DOCKER_SHA256 fa4d7737b80fd5ac38940f5e582047e9032ab71148bcba2c059ed7b2e0d28545

RUN set -x \
	&& curl -fSL ""${DOCKER_URL}"" -o docker.tgz \
	&& echo ""${DOCKER_SHA256} *docker.tgz"" | sha256sum -c - \
	&& tar -xzvf docker.tgz \
	&& mv docker/* /usr/local/bin/ \
	&& rmdir docker \
	&& rm docker.tgz \
	&& docker -v

COPY docker-entrypoint.sh /usr/local/bin/

ENTRYPOINT [""docker-entrypoint.sh""]
CMD [""sh""]
",tianon/dockerfiles,docker/experimental/Dockerfile
969a6f119fb3e4b29979b0db10a1fc12a8e85180,5144,"FROM alpine

MAINTAINER Lothar Wieske <lothar.wieske@gmail.com>

RUN cd /tmp                                                              && \
    apk add --no-cache --virtual=build-dependencies ca-certificates wget && \
    export GLIBC_VERSION=""2.23-r3""                                  && \
    export JAVA_PACKAGE=""jre""                                    && \
    export JAVA_UPDATE=""74""                                      && \
    export JAVA_BUILD=""02""                                        && \
    export GLIBC_URL=""https://github.com/sgerrand/alpine-pkg-glibc/releases/download/${GLIBC_VERSION}"" && \
    export GLIBC_APK=""glibc-${GLIBC_VERSION}.apk""                        && \
    export GLIBC_BIN_APK=""glibc-bin-${GLIBC_VERSION}.apk""                && \
    export JAVA_URL=""http://download.oracle.com/otn-pub/java/jdk/8u${JAVA_UPDATE}-b${JAVA_BUILD}"" && \
    export JAVA_TGZ=""${JAVA_PACKAGE}-8u${JAVA_UPDATE}-linux-x64.tar.gz""  && \
    export JAVA_HOME=""/usr/lib/jvm/default-jvm""                          && \
    wget -q ${GLIBC_URL}/${GLIBC_APK}                                    && \
    wget -q ${GLIBC_URL}/${GLIBC_BIN_APK}                                && \
    apk add --no-cache --allow-untrusted ${GLIBC_APK}                    && \
    apk add --no-cache --allow-untrusted ${GLIBC_BIN_APK}                && \
    echo 'hosts: files mdns4_minimal [NOTFOUND=return] dns mdns4' >> /etc/nsswitch.conf && \
    mkdir -p /usr/lib/jvm                                                && \
    wget -qO- --header ""Cookie: oraclelicense=accept-securebackup-cookie;"" ${JAVA_URL}/${JAVA_TGZ} | tar -xzf -  && \
    if [ ${JAVA_PACKAGE} = ""server-jre"" ]; then mv jdk*/jre /usr/lib/jvm/java-8-oracle; else mv j* /usr/lib/jvm/java-8-oracle; fi && \
    ln -s java-8-oracle $JAVA_HOME                                       && \
    rm -rf $JAVA_HOME/*src.zip                                           && \
    rm -rf \
            ${JAVA_HOME}/*/javaws \
            ${JAVA_HOME}/*/jjs \
            ${JAVA_HOME}/*/keytool \
            ${JAVA_HOME}/*/orbd \
            ${JAVA_HOME}/*/pack200 \
            ${JAVA_HOME}/*/policytool \
            ${JAVA_HOME}/*/rmid \
            ${JAVA_HOME}/*/rmiregistry \
            ${JAVA_HOME}/*/servertool \
            ${JAVA_HOME}/*/tnameserv \
            ${JAVA_HOME}/*/unpack200 \
            ${JAVA_HOME}/*/*javafx* \
            ${JAVA_HOME}/*/*jfx* \
            ${JAVA_HOME}/*/amd64/libdecora_sse.so \
            ${JAVA_HOME}/*/amd64/libfxplugins.so \
            ${JAVA_HOME}/*/amd64/libglass.so \
            ${JAVA_HOME}/*/amd64/libgstreamer-lite.so \
            ${JAVA_HOME}/*/amd64/libjavafx*.so \
            ${JAVA_HOME}/*/amd64/libjfx*.so \
            ${JAVA_HOME}/*/amd64/libprism_*.so \
            ${JAVA_HOME}/*/deploy* \
            ${JAVA_HOME}/*/desktop \
            ${JAVA_HOME}/*/ext/jfxrt.jar \
            ${JAVA_HOME}/*/ext/nashorn.jar \
            ${JAVA_HOME}/*/javaws.jar \
            ${JAVA_HOME}/*/jfr \
            ${JAVA_HOME}/*/jfr \
            ${JAVA_HOME}/*/jfr.jar \
            ${JAVA_HOME}/*/missioncontrol \
            ${JAVA_HOME}/*/oblique-fonts \
            ${JAVA_HOME}/*/plugin.jar \
            ${JAVA_HOME}/*/visualvm \
            ${JAVA_HOME}/man \
            ${JAVA_HOME}/plugin \
            ${JAVA_HOME}/*.txt \
            ${JAVA_HOME}/*/*/javaws \
            ${JAVA_HOME}/*/*/jjs \
            ${JAVA_HOME}/*/*/keytool \
            ${JAVA_HOME}/*/*/orbd \
            ${JAVA_HOME}/*/*/pack200 \
            ${JAVA_HOME}/*/*/policytool \
            ${JAVA_HOME}/*/*/rmid \
            ${JAVA_HOME}/*/*/rmiregistry \
            ${JAVA_HOME}/*/*/servertool \
            ${JAVA_HOME}/*/*/tnameserv \
            ${JAVA_HOME}/*/*/unpack200 \
            ${JAVA_HOME}/*/*/*javafx* \
            ${JAVA_HOME}/*/*/*jfx* \
            ${JAVA_HOME}/*/*/amd64/libdecora_sse.so \
            ${JAVA_HOME}/*/*/amd64/libfxplugins.so \
            ${JAVA_HOME}/*/*/amd64/libglass.so \
            ${JAVA_HOME}/*/*/amd64/libgstreamer-lite.so \
            ${JAVA_HOME}/*/*/amd64/libjavafx*.so \
            ${JAVA_HOME}/*/*/amd64/libjfx*.so \
            ${JAVA_HOME}/*/*/amd64/libprism_*.so \
            ${JAVA_HOME}/*/*/deploy* \
            ${JAVA_HOME}/*/*/desktop \
            ${JAVA_HOME}/*/*/ext/jfxrt.jar \
            ${JAVA_HOME}/*/*/ext/nashorn.jar \
            ${JAVA_HOME}/*/*/javaws.jar \
            ${JAVA_HOME}/*/*/jfr \
            ${JAVA_HOME}/*/*/jfr \
            ${JAVA_HOME}/*/*/jfr.jar \
            ${JAVA_HOME}/*/*/missioncontrol \
            ${JAVA_HOME}/*/*/oblique-fonts \
            ${JAVA_HOME}/*/*/plugin.jar \
            ${JAVA_HOME}/*/*/visualvm \
            ${JAVA_HOME}/*/man \
            ${JAVA_HOME}/*/plugin \
            ${JAVA_HOME}/*.txt \
                                                                         && \
    apk del build-dependencies                                           && \
    ln -s $JAVA_HOME/bin/* /usr/bin/                                     && \
    rm -rf /tmp/*

ENV JAVA_HOME=/usr/lib/jvm/default-jvm/ \
    PATH=${PATH}:/usr/lib/jvm/default-jvm/bin
",lwieske/dockerfiles-java-8,8u74/jre/slim/Dockerfile
6f17522443e34bc681816f76e0250e75a051323b,288,"FROM node:6
MAINTAINER ShiftForward <info@shiftforward.eu>

RUN mkdir -p /app
WORKDIR /app

ENV NODE_ENV production

ADD package.json /app/package.json
RUN npm install

ADD config /app/config
ADD src /app/src
ADD .babelrc /app/.babelrc

EXPOSE 8300 3000
ENTRYPOINT [""npm"", ""start"", ""--""]
",FoundersFounders/door-services,door-open-service/node-backend/Dockerfile
64dea8989014f6208c03a5af41bc28d52be43351,664,"FROM debian:squeeze

MAINTAINER  DBpedia Spotlight Team <dbp-spotlight-developers@lists.sourceforge.net>

RUN apt-get update && apt-get install -y \
    curl \
    openjdk-6-jre

ENV RELEASE_SERVER    spotlight.sztaki.hu
ENV RELEASE_FILENAME  dbpedia-spotlight-latest.jar
ENV LANGUAGE_MODEL    da.tar.gz	   


RUN mkdir -p /opt/spotlight && \
    cd /opt/spotlight && \
    curl -O ""http://$RELEASE_SERVER/downloads/$RELEASE_FILENAME"" && \
    curl -O ""http://$RELEASE_SERVER/downloads/latest_models/$LANGUAGE_MODEL"" && \
    tar xvf $LANGUAGE_MODEL  && \
    rm  $LANGUAGE_MODEL


ADD spotlight.sh /bin/spotlight.sh
RUN chmod +x /bin/spotlight.sh

EXPOSE 80

   
",sandroacoelho/spotlight-docker,v0.7/danish/Dockerfile
8b5f95df682e64510d618796c07bf756016aebf3,2201,"# Docker file inspired by 
## https://github.com/docker-library/buildpack-deps/blob/a0a59c61102e8b079d568db69368fb89421f75f2/sid/curl/Dockerfile
## https://github.com/jenkinsci/docker
## https://github.com/docker-library/java/blob/b4a3c296023e590e410f645ab83d3c11a30cf535/openjdk-8-jdk/Dockerfile
## https://github.com/zulu-openjdk/zulu-openjdk/blob/master/debian/8u45-8.7.0.5/Dockerfile
## https://github.com/zulu-openjdk/zulu-openjdk/blob/master/debian/8u66-8.11.0.1/Dockerfile

FROM debian:sid
MAINTAINER erik-dev@fjas.no

RUN echo ""export TERM=xtermc"" >> ~/.bashrc
# use norwegian debian mirror to speed up downloads
#RUN echo ""deb http://ftp.no.debian.org/debian/ sid main"" > /etc/apt/sources.list

RUN apt-get update && apt-get install -y --no-install-recommends \ 
	ca-certificates curl wget zip unzip bzip2 vim less procps \
	&& rm -rf /var/lib/apt/lists/*


RUN echo ""alias ll='ls -l --color=auto'"" >> /etc/bash.bashrc
RUN echo ""alias la='ls -la --color=auto'"" >> /etc/bash.bashrc

ENV LANG C.UTF-8

### Install JDK 
# see https://bugs.debian.org/775775
# and https://github.com/docker-library/java/issues/19#issuecomment-70546872
ENV CA_CERTIFICATES_JAVA_VERSION 20140324

# Pull Zulu OpenJDK binaries from official repository:
# Jenkins Docker image has a reference to /usr/lib/jvm/zulu-8-amd64/ in config.xml. Review if changing to different jdk.
# RUN apt-key adv --keyserver hkp://keyserver.ubuntu.com:80 --recv-keys 0x219BD9C9
# RUN echo ""deb http://repos.azulsystems.com/debian stable main"" >> /etc/apt/sources.list.d/zulu.list
# RUN apt-get -qq update && apt-get -y install zulu-8=8.11.0.1 ca-certificates-java=""$CA_CERTIFICATES_JAVA_VERSION"" && rm -rf /var/lib/apt/lists/*
RUN apt-key adv --keyserver hkp://keyserver.ubuntu.com:80 --recv-keys 0x219BD9C9
RUN echo 'deb http://repos.azulsystems.com/debian stable main' > /etc/apt/sources.list.d/zulu.list
RUN apt-get  update 
RUN apt-get -y install fontconfig-config
RUN apt-get -y install ucf
RUN apt-get -y install zulu-8
#=8.13.0.5 
#ca-certificates-java=""$CA_CERTIFICATES_JAVA_VERSION"" 
RUN rm -rf /var/lib/apt/lists/*

# see CA_CERTIFICATES_JAVA_VERSION notes above
#RUN /var/lib/dpkg/info/ca-certificates-java.postinst configure
",Cantara/maven-infrastructure,docker-baseimages/debian-sid-zulu-jdk8/Dockerfile
f8a1f018570a4878ca8a3258af022a85b4d7076e,1536,"#
# A wger installation under apache with WSGI
#
# Please consult the documentation for usage
# docker build --tag wger/apache .
# docker run -ti --name wger.apache --publish 8000:80 wger/apache
#
#

FROM wger/base

MAINTAINER Roland Geider <roland@geider.net>
EXPOSE 80

# Install dependencies
RUN apt-get install -y apache2 libapache2-mod-wsgi-py3

# Configure apache
RUN a2dissite 000-default.conf
ADD wger.conf /etc/apache2/sites-available/
RUN a2ensite wger

# Set up the application
USER wger
RUN git clone https://github.com/wger-project/wger.git /home/wger/src

WORKDIR /home/wger/src
RUN virtualenv --python python3 /home/wger/venv
RUN . /home/wger/venv/bin/activate \
    && pip install --upgrade pip \
    && pip install -r requirements.txt \
    && invoke create_settings \
        --settings-path /home/wger/src/settings.py \
        --database-path /home/wger/db/database.sqlite \
    && invoke bootstrap_wger \
        --settings-path /home/wger/src/settings.py \
        --no-start-server


# Change permissions of some files and folders so the apache process
# can access them.
RUN chmod o+w -R ~/db/ \
    && . /home/wger/venv/bin/activate \
    && mkdir ~/static \
    && mkdir ~/media \
    && chmod o+w ~/media \
    && sed -i ""/^MEDIA_ROOT/c\MEDIA_ROOT='\/home\/wger\/media'"" settings.py \
    && echo STATIC_ROOT=\'/home/wger/static\' >> settings.py \
    && mkdir /home/wger/src/components \
    && python manage.py collectstatic --noinput

USER root

ENTRYPOINT [""/usr/sbin/apache2ctl""]
CMD [""-D"", ""FOREGROUND""]",wger-project/wger,extras/docker/apache/Dockerfile
